#{"t_start": 1784182486.7544653, "env_id": "CartPole-v1"}
r,l,t
39.0,39,752.926715
20.0,20,752.942345
52.0,52,752.957968
84.0,84,753.350816
85.0,85,753.382061
16.0,16,753.382061
89.0,89,753.413307
93.0,93,753.788962
25.0,25,753.804585
54.0,54,753.820209
11.0,11,753.820209
41.0,41,753.835839
32.0,32,753.851891
27.0,27,754.228012
57.0,57,754.243635
31.0,31,754.259257
24.0,24,754.274879
36.0,36,754.274879
24.0,24,754.290503
31.0,31,754.306423
52.0,52,754.793338
91.0,91,754.824575
47.0,47,754.84065
57.0,57,754.856593
44.0,44,755.248298
42.0,42,755.263921
34.0,34,755.279752
27.0,27,755.295619
31.0,31,755.32726
19.0,19,755.342894
32.0,32,755.374608
88.0,88,755.798066
106.0,106,755.829373
105.0,105,755.860544
29.0,29,756.283853
32.0,32,756.315597
51.0,51,756.362683
20.0,20,756.378738
11.0,11,756.378738
34.0,34,756.394355
26.0,26,756.409975
30.0,30,756.409975
32.0,32,756.425872
106.0,106,756.835656
117.0,117,756.867147
108.0,108,757.341146
92.0,92,757.357102
91.0,91,757.388787
32.0,32,757.766184
24.0,24,757.766184
25.0,25,757.781806
23.0,23,757.781806
35.0,35,757.797494
22.0,22,757.797494
34.0,34,757.813375
21.0,21,757.813375
13.0,13,757.813375
19.0,19,757.813375
57.0,57,758.205073
55.0,55,758.22105
83.0,83,758.252959
15.0,15,758.252959
90.0,90,758.788549
88.0,88,758.804396
89.0,89,758.835642
55.0,55,759.212621
92.0,92,759.244153
87.0,87,759.30664
87.0,87,759.74484
11.0,11,759.74484
16.0,16,759.74484
18.0,18,759.74484
40.0,40,759.760464
21.0,21,759.760464
32.0,32,759.776087
25.0,25,759.776087
18.0,18,759.791711
31.0,31,759.791711
25.0,25,759.807333
43.0,43,760.198367
86.0,86,760.213979
66.0,66,760.229603
91.0,91,760.638739
57.0,57,760.655736
62.0,62,760.68663
60.0,60,760.749721
21.0,21,760.765765
15.0,15,760.781494
50.0,50,761.189916
19.0,19,761.189916
19.0,19,761.205538
31.0,31,761.205538
29.0,29,761.221579
17.0,17,761.221579
19.0,19,761.221579
43.0,43,761.253056
26.0,26,761.268694
20.0,20,761.284317
61.0,61,761.772768
86.0,86,761.804012
21.0,21,761.804012
85.0,85,761.835501
90.0,90,762.226995
92.0,92,762.258243
93.0,93,762.761002
37.0,37,762.776624
19.0,19,762.776624
26.0,26,762.792247
86.0,86,762.80808
45.0,45,762.823701
52.0,52,763.216126
20.0,20,763.216126
25.0,25,763.231803
12.0,12,763.231803
64.0,64,763.247432
12.0,12,763.247432
26.0,26,763.263517
87.0,87,763.70273
91.0,91,763.718352
25.0,25,763.734185
90.0,90,763.750113
46.0,46,764.157653
24.0,24,764.17368
27.0,27,764.17368
13.0,13,764.17368
19.0,19,764.189606
54.0,54,764.205234
15.0,15,764.205234
17.0,17,764.205234
19.0,19,764.221204
20.0,20,764.221204
32.0,32,764.237053
46.0,46,764.646471
90.0,90,764.662093
34.0,34,764.662093
49.0,49,764.693552
46.0,46,765.069657
12.0,12,765.069657
32.0,32,765.085281
19.0,19,765.100944
18.0,18,765.100944
21.0,21,765.100944
36.0,36,765.116572
33.0,33,765.132196
31.0,31,765.132196
14.0,14,765.132196
19.0,19,765.14782
18.0,18,765.540719
99.0,99,765.572187
96.0,96,765.603431
97.0,97,765.994871
90.0,90,766.026462
30.0,30,766.026462
54.0,54,766.042084
87.0,87,766.44945
86.0,86,766.480786
40.0,40,766.480786
89.0,89,766.873871
93.0,93,766.920974
91.0,91,766.952219
91.0,91,767.359915
38.0,38,767.359915
78.0,78,767.391449
78.0,78,767.422884
15.0,15,767.422884
51.0,51,767.830846
87.0,87,767.862092
50.0,50,767.877757
19.0,19,767.877757
10.0,10,767.877757
30.0,30,767.893385
88.0,88,768.411784
93.0,93,768.443487
94.0,94,768.475025
54.0,54,768.883322
19.0,19,768.883322
65.0,65,768.898946
12.0,12,768.914569
22.0,22,768.914569
27.0,27,768.930192
57.0,57,768.945815
60.0,60,769.321419
23.0,23,769.321419
63.0,63,769.337041
54.0,54,769.352859
91.0,91,769.759608
11.0,11,769.759608
37.0,37,769.775606
11.0,11,769.775606
29.0,29,769.791568
48.0,48,769.823264
21.0,21,769.838885
52.0,52,769.870131
95.0,95,770.356549
105.0,105,770.387794
103.0,103,770.829083
23.0,23,770.844706
23.0,23,770.844706
28.0,28,770.860329
10.0,10,770.860329
14.0,14,770.860329
13.0,13,770.875953
54.0,54,770.891743
92.0,92,771.378347
21.0,21,771.393953
12.0,12,771.393953
14.0,14,771.393953
12.0,12,771.409664
18.0,18,771.409664
18.0,18,771.425299
12.0,12,771.425299
16.0,16,771.425299
43.0,43,771.441252
32.0,32,771.441252
90.0,90,771.896015
90.0,90,771.911639
96.0,96,771.943129
26.0,26,772.319084
86.0,86,772.334707
87.0,87,772.366216
13.0,13,772.366216
11.0,11,772.366216
28.0,28,772.366216
91.0,91,772.837722
96.0,96,772.884583
96.0,96,773.29474
94.0,94,773.325986
32.0,32,773.325986
87.0,87,773.357514
26.0,26,773.373138
60.0,60,773.749343
90.0,90,773.781027
88.0,88,773.812443
73.0,73,774.236001
51.0,51,774.267922
27.0,27,774.283791
21.0,21,774.299414
13.0,13,774.299414
29.0,29,774.315441
42.0,42,774.331064
16.0,16,774.331064
47.0,47,774.804713
18.0,18,774.820613
22.0,22,774.820613
17.0,17,774.820613
15.0,15,774.836225
10.0,10,774.836225
91.0,91,774.883592
23.0,23,774.899215
22.0,22,774.899215
22.0,22,775.276253
94.0,94,775.291876
90.0,90,775.32369
93.0,93,775.810955
92.0,92,775.826577
88.0,88,775.857839
88.0,88,776.265558
88.0,88,776.28118
13.0,13,776.28118
40.0,40,776.296871
43.0,43,776.312499
87.0,87,776.831098
94.0,94,776.846912
11.0,11,776.862536
27.0,27,776.862536
14.0,14,776.878158
91.0,91,777.363279
29.0,29,777.379115
42.0,42,777.394735
16.0,16,777.394735
93.0,93,777.425984
86.0,86,777.834023
19.0,19,777.834023
21.0,21,777.850047
21.0,21,777.850047
13.0,13,777.850047
23.0,23,777.86593
87.0,87,777.912802
27.0,27,778.30417
27.0,27,778.319793
18.0,18,778.319793
31.0,31,778.335417
17.0,17,778.335417
24.0,24,778.351042
24.0,24,778.351042
30.0,30,778.366664
24.0,24,778.382533
47.0,47,778.413764
96.0,96,778.979553
16.0,16,778.979553
13.0,13,778.979553
10.0,10,778.995495
94.0,94,779.011116
43.0,43,779.419059
21.0,21,779.419059
32.0,32,779.434945
44.0,44,779.450569
42.0,42,779.450569
28.0,28,779.466191
34.0,34,779.482142
40.0,40,779.482142
14.0,14,779.891227
12.0,12,779.891227
26.0,26,779.907035
17.0,17,779.907035
49.0,49,779.938289
46.0,46,779.969528
13.0,13,779.969528
11.0,11,779.985416
56.0,56,779.985416
89.0,89,780.522657
36.0,36,780.538515
43.0,43,780.554137
88.0,88,780.56976
86.0,86,780.99548
58.0,58,781.011102
64.0,64,781.042348
86.0,86,781.46576
124.0,124,781.497006
123.0,123,781.905488
103.0,103,781.936977
103.0,103,781.968486
89.0,89,782.359277
97.0,97,782.39103
89.0,89,782.422162
98.0,98,782.799907
52.0,52,782.815732
97.0,97,782.846978
65.0,65,783.223409
21.0,21,783.239398
20.0,20,783.239398
86.0,86,783.27025
44.0,44,783.285873
17.0,17,783.285873
85.0,85,783.73921
35.0,35,783.754833
31.0,31,783.754833
35.0,35,783.770456
12.0,12,783.770456
27.0,27,783.786248
45.0,45,783.786248
80.0,80,784.177154
10.0,10,784.177154
81.0,81,784.2084
74.0,74,784.224023
18.0,18,784.224023
91.0,91,784.713739
88.0,88,784.745308
90.0,90,785.15457
17.0,17,785.170496
73.0,73,785.186116
25.0,25,785.201741
14.0,14,785.217363
34.0,34,785.232991
27.0,27,785.248614
37.0,37,785.264361
26.0,26,785.672386
14.0,14,785.672386
18.0,18,785.672386
10.0,10,785.68801
100.0,100,785.704008
100.0,100,785.735254
29.0,29,786.096768
30.0,30,786.112392
90.0,90,786.128014
19.0,19,786.143827
14.0,14,786.143827
85.0,85,786.159679
88.0,88,786.582554
23.0,23,786.582554
88.0,88,786.614257
12.0,12,786.614257
91.0,91,787.022945
16.0,16,787.022945
16.0,16,787.038575
12.0,12,787.038575
21.0,21,787.038575
28.0,28,787.054414
14.0,14,787.054414
26.0,26,787.070025
29.0,29,787.070025
13.0,13,787.086143
23.0,23,787.086143
11.0,11,787.086143
89.0,89,787.558729
93.0,93,787.589976
95.0,95,787.965242
89.0,89,787.996488
44.0,44,788.01235
61.0,61,788.027971
51.0,51,788.403408
58.0,58,788.434654
87.0,87,788.450284
22.0,22,788.465901
23.0,23,788.465901
14.0,14,788.465901
17.0,17,788.465901
36.0,36,788.874305
65.0,65,788.890128
27.0,27,788.905972
80.0,80,788.937747
24.0,24,788.937747
25.0,25,788.937747
86.0,86,789.362337
28.0,28,789.362337
27.0,27,789.377959
56.0,56,789.377959
21.0,21,789.393582
21.0,21,789.409206
14.0,14,789.409206
93.0,93,789.850302
91.0,91,789.88175
14.0,14,789.88175
98.0,98,790.28965
16.0,16,790.28965
33.0,33,790.305523
24.0,24,790.305523
12.0,12,790.321146
89.0,89,790.336769
45.0,45,790.368436
73.0,73,790.854758
86.0,86,790.870671
24.0,24,790.886294
50.0,50,790.917761
14.0,14,790.933846
27.0,27,790.949913
93.0,93,791.404377
92.0,92,791.436659
91.0,91,791.8911
88.0,88,791.922236
29.0,29,791.922236
53.0,53,791.938088
89.0,89,792.328947
36.0,36,792.328947
14.0,14,792.328947
17.0,17,792.34457
21.0,21,792.34457
24.0,24,792.360193
21.0,21,792.360193
30.0,30,792.375817
17.0,17,792.375817
23.0,23,792.375817
17.0,17,792.391441
17.0,17,792.391441
91.0,91,792.877575
32.0,32,792.877575
10.0,10,792.893193
43.0,43,792.893193
86.0,86,793.28548
93.0,93,793.316726
86.0,86,793.347972
25.0,25,793.347972
92.0,92,793.755723
103.0,103,793.786969
98.0,98,793.818215
89.0,89,794.210547
91.0,91,794.241793
14.0,14,794.241793
90.0,90,794.666783
93.0,93,794.682407
89.0,89,794.713652
77.0,77,795.139373
93.0,93,795.17099
91.0,91,795.186615
80.0,80,795.593087
85.0,85,795.609187
83.0,83,795.656311
87.0,87,796.095601
84.0,84,796.126848
57.0,57,796.142471
90.0,90,796.158094
91.0,91,796.564495
93.0,93,796.580118
90.0,90,797.018728
21.0,21,797.018728
20.0,20,797.018728
17.0,17,797.034777
92.0,92,797.050405
21.0,21,797.066028
87.0,87,797.601303
21.0,21,797.601303
13.0,13,797.601303
12.0,12,797.616926
21.0,21,797.616926
10.0,10,797.616926
19.0,19,797.63255
33.0,33,797.63255
28.0,28,797.648172
19.0,19,797.648172
18.0,18,797.663797
18.0,18,797.663797
16.0,16,797.663797
21.0,21,798.057634
39.0,39,798.089532
30.0,30,798.105612
23.0,23,798.105612
22.0,22,798.121699
22.0,22,798.121699
91.0,91,798.153707
19.0,19,798.687789
19.0,19,798.70363
37.0,37,798.70363
30.0,30,798.719248
29.0,29,798.719248
24.0,24,798.735289
20.0,20,798.735289
29.0,29,798.750918
25.0,25,798.750918
42.0,42,799.175652
93.0,93,799.207489
93.0,93,799.223365
89.0,89,799.646114
94.0,94,799.677561
95.0,95,799.709002
94.0,94,800.133222
90.0,90,800.164677
30.0,30,800.1803
10.0,10,800.1803
24.0,24,800.195925
88.0,88,800.794408
88.0,88,800.825981
89.0,89,800.841761
19.0,19,800.857776
13.0,13,800.857776
108.0,108,801.281937
106.0,106,801.29756
72.0,72,801.68854
28.0,28,801.704195
46.0,46,801.704195
19.0,19,801.719824
15.0,15,801.719824
17.0,17,801.719824
24.0,24,801.735447
17.0,17,801.735447
23.0,23,801.75107
11.0,11,801.75107
21.0,21,801.75107
19.0,19,801.766694
12.0,12,802.175473
15.0,15,802.191504
89.0,89,802.207623
13.0,13,802.207623
29.0,29,802.223465
15.0,15,802.223465
72.0,72,802.239086
91.0,91,802.631396
97.0,97,802.662637
82.0,82,803.053816
89.0,89,803.085063
88.0,88,803.116309
87.0,87,803.510268
30.0,30,803.510268
37.0,37,803.526118
24.0,24,803.557376
19.0,19,803.572995
19.0,19,803.572995
19.0,19,803.589103
24.0,24,803.604811
31.0,31,803.620849
12.0,12,803.620849
16.0,16,803.636757
90.0,90,804.07666
95.0,95,804.107907
95.0,95,804.533299
95.0,95,804.564999
95.0,95,804.611859
94.0,94,805.018718
68.0,68,805.034341
89.0,89,805.049964
86.0,86,805.47228
10.0,10,805.47228
25.0,25,805.488136
9.0,9,805.488136
21.0,21,805.488136
13.0,13,805.488136
42.0,42,805.504184
31.0,31,805.504184
16.0,16,805.519812
21.0,21,805.519812
43.0,43,805.535543
90.0,90,805.926878
92.0,92,805.973986
92.0,92,806.383107
68.0,68,806.414858
22.0,22,806.414858
87.0,87,806.430723
88.0,88,806.884978
92.0,92,806.916449
26.0,26,806.916449
92.0,92,806.932315
15.0,15,806.947936
14.0,14,807.338926
89.0,89,807.354549
51.0,51,807.370172
34.0,34,807.385796
43.0,43,807.40142
12.0,12,807.40142
90.0,90,807.841439
94.0,94,807.872685
97.0,97,808.40567
44.0,44,808.421293
38.0,38,808.45275
13.0,13,808.468844
51.0,51,808.500833
23.0,23,808.516456
56.0,56,808.563802
91.0,91,808.956048
98.0,98,808.971995
86.0,86,809.003731
20.0,20,809.443437
89.0,89,809.45906
15.0,15,809.475103
27.0,27,809.490733
27.0,27,809.490733
92.0,92,809.914816
85.0,85,809.946368
91.0,91,809.977616
53.0,53,809.993239
76.0,76,810.400769
74.0,74,810.432014
22.0,22,810.432014
24.0,24,810.447639
86.0,86,810.984055
98.0,98,810.999678
12.0,12,811.015301
79.0,79,811.030924
92.0,92,811.438855
89.0,89,811.486202
92.0,92,811.502081
68.0,68,812.084846
14.0,14,812.084846
66.0,66,812.100766
22.0,22,812.116378
19.0,19,812.116378
30.0,30,812.132001
19.0,19,812.132001
93.0,93,812.523129
93.0,93,812.5546
99.0,99,812.586246
19.0,19,812.586246
21.0,21,812.978801
64.0,64,812.994424
19.0,19,813.010047
25.0,25,813.010047
48.0,48,813.025671
68.0,68,813.041294
90.0,90,813.432287
14.0,14,813.432287
93.0,93,813.463531
20.0,20,813.479154
95.0,95,813.88631
91.0,91,813.917559
19.0,19,813.917559
9.0,9,813.917559
87.0,87,813.948802
21.0,21,814.467978
16.0,16,814.467978
12.0,12,814.467978
13.0,13,814.467978
25.0,25,814.483603
10.0,10,814.483603
32.0,32,814.499225
24.0,24,814.499225
89.0,89,814.530539
88.0,88,814.937732
92.0,92,814.953355
92.0,92,814.984601
92.0,92,815.440606
23.0,23,815.440606
20.0,20,815.456227
93.0,93,815.48773
15.0,15,815.50359
100.0,100,815.913086
109.0,109,815.944333
100.0,100,816.491831
23.0,23,816.491831
19.0,19,816.507452
19.0,19,816.507452
19.0,19,816.507452
86.0,86,816.538698
10.0,10,816.538698
21.0,21,816.554566
20.0,20,816.554566
64.0,64,816.979358
90.0,90,816.99498
87.0,87,817.026226
89.0,89,817.434867
84.0,84,817.466565
31.0,31,817.466565
86.0,86,817.858028
93.0,93,817.889849
95.0,95,817.905717
91.0,91,818.328445
86.0,86,818.344067
87.0,87,818.375313
90.0,90,818.799458
28.0,28,818.815073
92.0,92,818.877851
29.0,29,818.877851
89.0,89,819.270688
97.0,97,819.301934
94.0,94,819.33318
94.0,94,819.724659
16.0,16,819.740473
19.0,19,819.740473
28.0,28,819.740473
26.0,26,819.756096
44.0,44,819.756096
19.0,19,819.771719
16.0,16,819.771719
21.0,21,819.771719
90.0,90,820.196423
55.0,55,820.212306
89.0,89,820.243551
50.0,50,820.716056
86.0,86,820.747563
85.0,85,820.778808
87.0,87,821.281701
100.0,100,821.313207
102.0,102,821.360801
101.0,101,821.88384
34.0,34,821.89742
22.0,22,821.904492
28.0,28,821.921186
77.0,77,821.953284
91.0,91,822.541545
98.0,98,822.573144
97.0,97,822.632035
94.0,94,823.105981
90.0,90,823.145779
90.0,90,823.803593
30.0,30,823.819205
16.0,16,823.834828
90.0,90,823.882133
92.0,92,823.914327
55.0,55,824.517201
31.0,31,824.526601
87.0,87,824.537395
86.0,86,824.568108
12.0,12,824.568108
82.0,82,825.09448
87.0,87,825.120878
24.0,24,825.127155
20.0,20,825.143459
14.0,14,825.143459
21.0,21,825.143459
14.0,14,825.609247
94.0,94,825.645
88.0,88,825.67542
81.0,81,826.247176
39.0,39,826.247176
20.0,20,826.2628
67.0,67,826.278423
76.0,76,826.294046
92.0,92,826.860888
101.0,101,826.923599
14.0,14,826.923599
99.0,99,827.539152
20.0,20,827.555017
87.0,87,827.586642
90.0,90,827.602265
85.0,85,828.09035
122.0,122,828.121986
123.0,123,828.592511
23.0,23,828.592511
11.0,11,828.608124
18.0,18,828.608124
34.0,34,828.608124
92.0,92,828.639661
37.0,37,828.655283
28.0,28,829.129696
92.0,92,829.176496
89.0,89,829.240421
19.0,19,829.240421
31.0,31,829.25604
93.0,93,829.647302
78.0,78,829.678548
90.0,90,829.694171
90.0,90,830.117076
93.0,93,830.148719
56.0,56,830.164342
96.0,96,830.573494
94.0,94,830.600106
94.0,94,830.6228
107.0,107,831.079739
100.0,100,831.110978
91.0,91,831.51772
91.0,91,831.556353
96.0,96,831.581223
131.0,131,832.099377
198.0,198,832.702574
82.0,82,832.733423
43.0,43,832.744285
79.0,79,832.767293
34.0,34,833.199947
26.0,26,833.218158
99.0,99,833.262586
77.0,77,833.290498
108.0,108,833.818781
88.0,88,833.845669
88.0,88,834.311161
62.0,62,834.358042
10.0,10,834.373665
94.0,94,834.421227
13.0,13,834.421227
61.0,61,834.453108
23.0,23,834.9263
26.0,26,834.928967
41.0,41,834.94398
34.0,34,834.94398
24.0,24,834.959623
14.0,14,834.959623
29.0,29,834.975244
19.0,19,834.975244
19.0,19,834.975244
10.0,10,834.990856
29.0,29,835.037863
86.0,86,835.510422
15.0,15,835.510422
18.0,18,835.526351
78.0,78,835.541979
22.0,22,835.541979
10.0,10,835.541979
21.0,21,835.563837
98.0,98,836.043598
99.0,99,836.074839
78.0,78,836.638012
26.0,26,836.646466
48.0,48,836.660715
16.0,16,836.66672
19.0,19,836.672324
49.0,49,836.685878
30.0,30,836.692926
21.0,21,836.700265
37.0,37,836.712545
43.0,43,837.161911
82.0,82,837.186938
62.0,62,837.205559
38.0,38,837.220871
95.0,95,837.699068
104.0,104,837.728139
98.0,98,838.210473
43.0,43,838.225185
88.0,88,838.2508
72.0,72,838.277109
92.0,92,838.729092
92.0,92,838.756417
85.0,85,838.786557
14.0,14,838.790665
17.0,17,839.257562
100.0,100,839.290705
25.0,25,839.299279
95.0,95,839.333654
115.0,115,839.793245
115.0,115,839.836643
77.0,77,840.292013
23.0,23,840.307967
15.0,15,840.307967
29.0,29,840.323572
11.0,11,840.323572
36.0,36,840.339259
80.0,80,840.370512
33.0,33,840.402151
23.0,23,840.924033
29.0,29,840.939658
35.0,35,840.955684
47.0,47,840.971308
99.0,99,840.98693
51.0,51,841.463022
14.0,14,841.467438
52.0,52,841.485772
12.0,12,841.490793
19.0,19,841.497195
13.0,13,841.501618
35.0,35,841.515875
31.0,31,841.526743
33.0,33,841.536678
99.0,99,842.047286
112.0,112,842.078533
103.0,103,842.582375
113.0,113,842.613622
126.0,126,843.084614
306.0,306,843.570529
39.0,39,843.58662
25.0,25,843.602257
21.0,21,843.617878
12.0,12,843.617878
19.0,19,843.633504
39.0,39,843.649462
24.0,24,843.649462
100.0,100,844.088809
116.0,116,844.120056
72.0,72,844.591314
92.0,92,844.639128
20.0,20,844.639128
89.0,89,844.671059
86.0,86,845.189093
21.0,21,845.189093
34.0,34,845.204715
12.0,12,845.204715
30.0,30,845.220599
88.0,88,845.236226
89.0,89,845.645431
83.0,83,845.707911
29.0,29,845.723534
22.0,22,845.723534
87.0,87,846.147966
10.0,10,846.147966
13.0,13,846.147966
95.0,95,846.163965
88.0,88,846.195434
13.0,13,846.195434
91.0,91,846.680973
64.0,64,846.696595
53.0,53,846.712219
96.0,96,847.217286
81.0,81,847.248764
90.0,90,847.280007
31.0,31,847.280007
23.0,23,847.703386
84.0,84,847.719009
19.0,19,847.734862
32.0,32,847.766105
15.0,15,847.766105
36.0,36,847.797827
24.0,24,847.813449
18.0,18,847.829187
10.0,10,847.829187
78.0,78,848.380745
25.0,25,848.380745
11.0,11,848.380745
83.0,83,848.412604
40.0,40,848.412604
95.0,95,848.882815
105.0,105,848.89843
103.0,103,849.384946
25.0,25,849.400793
35.0,35,849.416672
29.0,29,849.448717
49.0,49,849.480298
42.0,42,849.511539
23.0,23,849.54279
45.0,45,849.966902
23.0,23,849.966902
11.0,11,849.966902
34.0,34,849.982526
22.0,22,849.998149
13.0,13,849.998149
24.0,24,849.998149
12.0,12,850.013773
18.0,18,850.013773
20.0,20,850.013773
26.0,26,850.029444
24.0,24,850.045565
23.0,23,850.454101
16.0,16,850.47
31.0,31,850.485623
18.0,18,850.485623
9.0,9,850.485623
23.0,23,850.501734
21.0,21,850.501734
21.0,21,850.517364
16.0,16,850.517364
16.0,16,850.517364
11.0,11,850.532987
18.0,18,850.532987
20.0,20,850.532987
21.0,21,850.548654
9.0,9,850.548654
120.0,120,851.084492
109.0,109,851.115738
102.0,102,851.586067
116.0,116,851.617312
99.0,99,852.105006
119.0,119,852.136252
107.0,107,852.560799
184.0,184,852.623292
129.0,129,853.110852
112.0,112,853.142455
108.0,108,853.645307
362.0,362,854.114744
317.0,317,854.601822
339.0,339,855.451079
37.0,37,855.451079
19.0,19,855.466956
42.0,42,855.466956
21.0,21,855.482577
26.0,26,855.482577
86.0,86,855.498202
100.0,100,855.922342
114.0,114,855.953649
113.0,113,856.377344
94.0,94,856.40916
92.0,92,856.424771
49.0,49,856.848144
22.0,22,856.863769
42.0,42,856.879391
23.0,23,856.879391
21.0,21,856.895014
32.0,32,856.895014
17.0,17,856.895014
13.0,13,856.911082
32.0,32,856.911082
85.0,85,857.383357
11.0,11,857.39898
40.0,40,857.39898
11.0,11,857.39898
89.0,89,857.430515
85.0,85,857.852794
41.0,41,857.852794
86.0,86,857.88404
88.0,88,858.371726
91.0,91,858.403405
98.0,98,858.43518
96.0,96,858.842733
91.0,91,858.874562
95.0,95,858.905813
42.0,42,859.331841
49.0,49,859.363091
62.0,62,859.394324
74.0,74,859.409948
106.0,106,859.847651
85.0,85,859.879514
92.0,92,859.895142
88.0,88,860.319987
91.0,91,860.335598
22.0,22,860.351221
12.0,12,860.351221
61.0,61,860.367247
106.0,106,860.759514
104.0,104,860.806508
116.0,116,861.229352
68.0,68,861.276805
10.0,10,861.276805
82.0,82,861.308051
15.0,15,861.308051
15.0,15,861.323675
10.0,10,861.684013
50.0,50,861.699637
23.0,23,861.699637
90.0,90,861.730883
89.0,89,861.762352
106.0,106,862.217653
101.0,101,862.281156
101.0,101,862.72117
93.0,93,862.752416
93.0,93,862.768038
38.0,38,863.256153
17.0,17,863.256153
41.0,41,863.272019
27.0,27,863.287963
10.0,10,863.287963
88.0,88,863.335081
49.0,49,863.350704
88.0,88,863.773564
27.0,27,863.789187
67.0,67,863.836438
37.0,37,863.85206
13.0,13,863.85206
20.0,20,863.85206
97.0,97,864.371167
94.0,94,864.38679
101.0,101,864.778512
89.0,89,864.794137
91.0,91,864.825845
91.0,91,865.217619
92.0,92,865.248255
91.0,91,865.279672
36.0,36,865.686665
119.0,119,865.717912
120.0,120,865.749158
125.0,125,866.156074
117.0,117,866.202945
48.0,48,866.611083
25.0,25,866.626707
84.0,84,866.642575
89.0,89,866.673832
88.0,88,867.161624
99.0,99,867.319647
111.0,111,867.757625
94.0,94,867.789366
96.0,96,867.836227
44.0,44,867.836227
94.0,94,868.229114
44.0,44,868.244733
125.0,125,868.276257
94.0,94,868.731003
123.0,123,868.77817
73.0,73,869.264716
12.0,12,869.264716
59.0,59,869.280336
52.0,52,869.295959
59.0,59,869.311866
25.0,25,869.327487
93.0,93,869.735482
121.0,121,869.766728
97.0,97,870.207015
314.0,314,870.726872
245.0,245,871.37292
184.0,184,871.953384
368.0,368,872.424767
221.0,221,872.945416
27.0,27,872.961035
84.0,84,873.023518
28.0,28,873.039632
95.0,95,873.621075
101.0,101,873.652321
69.0,69,873.668179
10.0,10,873.668179
35.0,35,874.060764
85.0,85,874.092018
77.0,77,874.107957
11.0,11,874.107957
88.0,88,874.7215
86.0,86,874.753006
11.0,11,874.753006
92.0,92,874.799871
88.0,88,875.272085
92.0,92,875.303054
93.0,93,875.318916
101.0,101,875.776107
101.0,101,875.807353
103.0,103,876.199249
86.0,86,876.230501
76.0,76,876.246124
84.0,84,876.79712
26.0,26,876.79712
12.0,12,876.812959
26.0,26,876.812959
27.0,27,876.828855
32.0,32,876.828855
33.0,33,876.844557
91.0,91,877.3467
89.0,89,877.377946
86.0,86,877.393698
11.0,11,877.393698
43.0,43,877.409601
22.0,22,877.409601
104.0,104,877.817377
106.0,106,877.849031
100.0,100,878.303977
98.0,98,878.366969
98.0,98,878.398216
95.0,95,878.869622
99.0,99,878.901091
81.0,81,879.386807
41.0,41,879.386807
89.0,89,879.418053
91.0,91,879.4493
94.0,94,879.840219
103.0,103,879.871465
99.0,99,880.262049
40.0,40,880.277672
37.0,37,880.293295
70.0,70,880.309218
53.0,53,880.324853
95.0,95,880.734595
107.0,107,880.765841
105.0,105,881.236069
15.0,15,881.236069
19.0,19,881.25209
32.0,32,881.25209
19.0,19,881.25209
21.0,21,881.267718
35.0,35,881.283704
40.0,40,881.299323
37.0,37,881.316134
112.0,112,881.770773
137.0,137,881.80202
146.0,146,882.241709
153.0,153,882.666889
169.0,169,882.746321
195.0,195,883.279688
177.0,177,883.702432
91.0,91,883.718302
23.0,23,883.734379
91.0,91,883.750006
41.0,41,884.189979
19.0,19,884.189979
34.0,34,884.221683
27.0,27,884.237307
36.0,36,884.268555
28.0,28,884.300293
13.0,13,884.300293
19.0,19,884.315917
46.0,46,884.363343
94.0,94,884.771943
94.0,94,884.803188
92.0,92,885.211228
17.0,17,885.226838
23.0,23,885.226838
44.0,44,885.242461
17.0,17,885.242461
12.0,12,885.258283
89.0,89,885.273904
19.0,19,885.273904
103.0,103,885.714272
110.0,110,885.745518
76.0,76,886.13913
92.0,92,886.170376
91.0,91,886.186244
91.0,91,886.593347
115.0,115,886.624593
117.0,117,887.017186
22.0,22,887.033246
20.0,20,887.033246
90.0,90,887.064489
30.0,30,887.080113
25.0,25,887.080113
19.0,19,887.080113
16.0,16,887.095737
93.0,93,887.487314
83.0,83,887.51856
57.0,57,887.534183
48.0,48,887.925888
93.0,93,887.957134
88.0,88,887.972757
91.0,91,888.428835
117.0,117,888.46008
112.0,112,888.491583
40.0,40,888.86711
22.0,22,888.882733
42.0,42,888.882733
29.0,29,888.898654
11.0,11,888.898654
12.0,12,888.898654
42.0,42,888.914284
47.0,47,888.929908
94.0,94,889.353118
101.0,101,889.368125
104.0,104,889.75922
279.0,279,890.245611
23.0,23,890.261235
24.0,24,890.261235
70.0,70,890.276857
85.0,85,890.339713
41.0,41,890.78119
50.0,50,890.79681
44.0,44,890.812433
47.0,47,890.828057
14.0,14,890.843681
42.0,42,890.859367
23.0,23,890.859367
152.0,152,891.329625
147.0,147,891.737411
104.0,104,891.768658
111.0,111,891.800071
65.0,65,892.224939
53.0,53,892.24056
16.0,16,892.24056
88.0,88,892.271805
71.0,71,892.792233
24.0,24,892.792233
90.0,90,892.870719
28.0,28,892.90203
59.0,59,892.948902
95.0,95,893.530998
107.0,107,893.562241
89.0,89,893.953859
17.0,17,893.953859
43.0,43,893.985709
11.0,11,893.985709
87.0,87,894.017344
12.0,12,894.032973
60.0,60,894.048597
13.0,13,894.441279
135.0,135,894.47274
139.0,139,894.881109
98.0,98,894.928204
