#{"t_start": 1784182486.7544653, "env_id": "CartPole-v1"}
r,l,t
12.0,12,44.359691
22.0,22,44.375584
13.0,13,44.375584
14.0,14,44.375584
24.0,24,44.375584
12.0,12,44.375584
15.0,15,44.688787
11.0,11,44.688787
13.0,13,44.688787
24.0,24,44.688787
19.0,19,44.688787
72.0,72,44.70441
24.0,24,44.70441
31.0,31,44.70441
24.0,24,44.720033
12.0,12,44.720033
16.0,16,44.720033
66.0,66,45.048911
69.0,69,45.064739
42.0,42,45.064739
24.0,24,45.064739
52.0,52,45.064739
15.0,15,45.37758
15.0,15,45.393204
15.0,15,45.393204
45.0,45,45.393204
44.0,44,45.409097
30.0,30,45.409097
9.0,9,45.409097
16.0,16,45.409097
34.0,34,45.409097
14.0,14,45.424986
19.0,19,45.424986
19.0,19,45.819194
11.0,11,45.819194
20.0,20,45.819194
26.0,26,45.819194
18.0,18,45.819194
37.0,37,45.819194
12.0,12,45.835181
14.0,14,45.835181
37.0,37,45.835181
18.0,18,45.835181
12.0,12,45.835181
10.0,10,45.835181
12.0,12,45.835181
13.0,13,45.850814
115.0,115,46.164115
11.0,11,46.164115
14.0,14,46.164115
27.0,27,46.164115
87.0,87,46.179952
22.0,22,46.493701
75.0,75,46.493701
27.0,27,46.493701
15.0,15,46.509325
28.0,28,46.509325
9.0,9,46.509325
14.0,14,46.509325
12.0,12,46.509325
16.0,16,46.509325
14.0,14,46.509325
21.0,21,46.509325
14.0,14,46.838266
39.0,39,46.853891
39.0,39,46.853891
22.0,22,46.853891
70.0,70,46.869513
16.0,16,46.869513
13.0,13,46.869513
15.0,15,46.869513
29.0,29,46.885136
17.0,17,47.23217
22.0,22,47.247787
14.0,14,47.247787
28.0,28,47.247787
29.0,29,47.247787
36.0,36,47.26388
19.0,19,47.26388
16.0,16,47.26388
49.0,49,47.279508
15.0,15,47.295132
31.0,31,47.593109
45.0,45,47.608732
30.0,30,47.608732
26.0,26,47.608732
23.0,23,47.608732
17.0,17,47.608732
21.0,21,47.624796
18.0,18,47.624796
69.0,69,48.049677
21.0,21,48.065301
12.0,12,48.065301
12.0,12,48.065301
14.0,14,48.065301
14.0,14,48.065301
11.0,11,48.065301
13.0,13,48.065301
39.0,39,48.08128
11.0,11,48.08128
22.0,22,48.08128
35.0,35,48.08128
23.0,23,48.096915
21.0,21,48.096915
31.0,31,48.41081
14.0,14,48.426545
15.0,15,48.426545
16.0,16,48.426545
16.0,16,48.426545
12.0,12,48.426545
16.0,16,48.426545
26.0,26,48.426545
19.0,19,48.426545
15.0,15,48.442516
13.0,13,48.442516
32.0,32,48.442516
14.0,14,48.442516
60.0,60,48.852457
14.0,14,48.852457
14.0,14,48.852457
63.0,63,48.868345
51.0,51,48.868345
10.0,10,48.868345
24.0,24,48.868345
19.0,19,48.868345
13.0,13,48.868345
13.0,13,49.182439
14.0,14,49.182439
12.0,12,49.198062
12.0,12,49.198062
22.0,22,49.198062
17.0,17,49.214196
19.0,19,49.214196
11.0,11,49.230076
33.0,33,49.230076
15.0,15,49.230076
24.0,24,49.24615
25.0,25,49.261809
19.0,19,49.261809
12.0,12,49.261809
17.0,17,49.606207
27.0,27,49.606207
17.0,17,49.606207
9.0,9,49.606207
11.0,11,49.606207
17.0,17,49.622057
49.0,49,49.622057
18.0,18,49.622057
31.0,31,49.637679
24.0,24,49.637679
18.0,18,49.637679
15.0,15,49.637679
13.0,13,49.637679
37.0,37,50.000944
34.0,34,50.000944
11.0,11,50.016567
12.0,12,50.016567
15.0,15,50.016567
12.0,12,50.016567
19.0,19,50.016567
20.0,20,50.016567
13.0,13,50.032432
20.0,20,50.032432
60.0,60,50.063681
10.0,10,50.37791
15.0,15,50.37791
23.0,23,50.37791
47.0,47,50.394001
18.0,18,50.394001
38.0,38,50.394001
27.0,27,50.394001
8.0,8,50.394001
25.0,25,50.409678
22.0,22,50.409678
36.0,36,50.785216
14.0,14,50.785216
23.0,23,50.800841
38.0,38,50.800841
25.0,25,50.800841
88.0,88,50.816582
57.0,57,50.832209
22.0,22,51.161148
26.0,26,51.161148
15.0,15,51.161148
44.0,44,51.161148
34.0,34,51.177273
28.0,28,51.177273
35.0,35,51.177273
27.0,27,51.177273
19.0,19,51.177273
14.0,14,51.490231
22.0,22,51.505854
19.0,19,51.505854
25.0,25,51.505854
27.0,27,51.505854
24.0,24,51.521525
14.0,14,51.521525
74.0,74,51.521525
23.0,23,51.537152
11.0,11,51.537152
43.0,43,51.866746
37.0,37,51.882821
37.0,37,51.882821
14.0,14,51.882821
23.0,23,51.898448
14.0,14,51.898448
20.0,20,51.898448
18.0,18,51.898448
30.0,30,51.898448
16.0,16,51.898448
21.0,21,52.243017
29.0,29,52.243017
11.0,11,52.243017
27.0,27,52.243017
80.0,80,52.258872
16.0,16,52.258872
43.0,43,52.258872
15.0,15,52.27453
55.0,55,52.588412
18.0,18,52.588412
18.0,18,52.588412
16.0,16,52.604033
21.0,21,52.604033
20.0,20,52.604033
25.0,25,52.604033
12.0,12,52.604033
38.0,38,52.619657
16.0,16,52.619657
17.0,17,52.619657
45.0,45,52.964925
11.0,11,52.964925
21.0,21,52.964925
17.0,17,52.980548
16.0,16,52.980548
19.0,19,52.980548
47.0,47,52.980548
44.0,44,52.996335
16.0,16,52.996335
18.0,18,52.996335
14.0,14,52.996335
12.0,12,52.996335
17.0,17,53.310053
26.0,26,53.310053
18.0,18,53.310053
13.0,13,53.310053
26.0,26,53.325677
15.0,15,53.325677
20.0,20,53.325677
16.0,16,53.325677
17.0,17,53.325677
17.0,17,53.341517
44.0,44,53.341517
11.0,11,53.341517
15.0,15,53.341517
13.0,13,53.672218
13.0,13,53.672218
14.0,14,53.672218
14.0,14,53.672218
47.0,47,53.672218
26.0,26,53.687984
10.0,10,53.687984
13.0,13,53.687984
13.0,13,53.687984
21.0,21,53.687984
22.0,22,53.687984
16.0,16,53.687984
11.0,11,53.703657
20.0,20,53.703657
16.0,16,54.064995
24.0,24,54.064995
12.0,12,54.064995
22.0,22,54.064995
13.0,13,54.080885
44.0,44,54.080885
12.0,12,54.080885
18.0,18,54.080885
14.0,14,54.080885
43.0,43,54.096615
21.0,21,54.096615
17.0,17,54.096615
28.0,28,54.409811
12.0,12,54.409811
10.0,10,54.425432
34.0,34,54.425432
38.0,38,54.441237
19.0,19,54.456874
15.0,15,54.456874
63.0,63,54.489045
21.0,21,54.504663
45.0,45,54.943772
14.0,14,54.943772
19.0,19,54.959395
15.0,15,54.959395
11.0,11,54.959395
22.0,22,54.959395
20.0,20,54.959395
13.0,13,54.959395
19.0,19,54.959395
12.0,12,54.975018
17.0,17,54.975018
14.0,14,54.975018
13.0,13,54.975018
20.0,20,54.975018
14.0,14,54.975018
13.0,13,54.975018
12.0,12,55.303686
13.0,13,55.303686
19.0,19,55.303686
28.0,28,55.303686
52.0,52,55.319438
18.0,18,55.319438
18.0,18,55.319438
13.0,13,55.319438
12.0,12,55.319438
11.0,11,55.319438
13.0,13,55.335077
51.0,51,55.682353
25.0,25,55.682353
19.0,19,55.698334
45.0,45,55.698334
81.0,81,55.713956
46.0,46,55.713956
31.0,31,55.73003
32.0,32,56.058897
10.0,10,56.058897
21.0,21,56.074707
26.0,26,56.074707
30.0,30,56.074707
26.0,26,56.074707
11.0,11,56.074707
25.0,25,56.09057
24.0,24,56.09057
23.0,23,56.09057
26.0,26,56.106198
22.0,22,56.420004
16.0,16,56.420004
9.0,9,56.420004
16.0,16,56.435628
18.0,18,56.435628
13.0,13,56.435628
12.0,12,56.435628
24.0,24,56.435628
12.0,12,56.435628
18.0,18,56.435628
27.0,27,56.451252
9.0,9,56.451252
35.0,35,56.451252
10.0,10,56.451252
15.0,15,56.451252
20.0,20,56.813573
25.0,25,56.8292
20.0,20,56.8292
38.0,38,56.8292
13.0,13,56.8292
13.0,13,56.8292
13.0,13,56.8292
17.0,17,56.845088
22.0,22,56.845088
24.0,24,56.845088
12.0,12,56.845088
23.0,23,56.860693
13.0,13,56.860693
20.0,20,57.190386
16.0,16,57.190386
11.0,11,57.190386
14.0,14,57.190386
21.0,21,57.206012
9.0,9,57.206012
20.0,20,57.206012
13.0,13,57.206012
22.0,22,57.221633
12.0,12,57.221633
13.0,13,57.221633
18.0,18,57.221633
15.0,15,57.221633
24.0,24,57.237257
14.0,14,57.237257
9.0,9,57.237257
12.0,12,57.237257
14.0,14,57.566238
32.0,32,57.566238
49.0,49,57.566238
34.0,34,57.566238
21.0,21,57.581861
17.0,17,57.581861
31.0,31,57.581861
11.0,11,57.581861
21.0,21,57.581861
12.0,12,57.597483
29.0,29,57.942903
23.0,23,57.942903
11.0,11,57.942903
34.0,34,57.942903
25.0,25,57.958525
11.0,11,57.958525
25.0,25,57.958525
17.0,17,57.958525
24.0,24,57.958525
16.0,16,57.974148
12.0,12,57.974148
21.0,21,57.974148
14.0,14,57.974148
35.0,35,58.336034
26.0,26,58.336034
11.0,11,58.351653
17.0,17,58.351653
22.0,22,58.351653
17.0,17,58.351653
18.0,18,58.351653
10.0,10,58.367276
15.0,15,58.367276
12.0,12,58.367276
14.0,14,58.367276
12.0,12,58.367276
14.0,14,58.367276
18.0,18,58.367276
22.0,22,58.3829
15.0,15,58.713065
16.0,16,58.713065
34.0,34,58.713065
9.0,9,58.713065
14.0,14,58.713065
9.0,9,58.713065
20.0,20,58.728937
20.0,20,58.728937
37.0,37,58.744915
23.0,23,58.744915
14.0,14,58.744915
17.0,17,58.760545
9.0,9,58.760545
19.0,19,58.760545
12.0,12,59.074177
58.0,58,59.0898
35.0,35,59.0898
14.0,14,59.105422
23.0,23,59.105422
20.0,20,59.105422
12.0,12,59.105422
17.0,17,59.105422
44.0,44,59.121046
14.0,14,59.121046
21.0,21,59.46817
19.0,19,59.46817
35.0,35,59.48413
32.0,32,59.48413
16.0,16,59.48413
19.0,19,59.499749
14.0,14,59.499749
14.0,14,59.499749
34.0,34,59.515374
26.0,26,59.531458
24.0,24,59.531458
10.0,10,59.531458
55.0,55,59.923042
15.0,15,59.923042
13.0,13,59.923042
12.0,12,59.923042
20.0,20,59.938665
16.0,16,59.938665
36.0,36,59.938665
27.0,27,59.938665
24.0,24,59.938665
32.0,32,59.954288
21.0,21,60.266756
16.0,16,60.282382
20.0,20,60.282382
40.0,40,60.282382
19.0,19,60.298305
11.0,11,60.298305
14.0,14,60.298305
9.0,9,60.298305
16.0,16,60.298305
15.0,15,60.298305
10.0,10,60.298305
32.0,32,60.314376
34.0,34,60.314376
10.0,10,60.314376
24.0,24,60.628678
16.0,16,60.644529
22.0,22,60.644529
21.0,21,60.644529
12.0,12,60.644529
20.0,20,60.644529
15.0,15,60.644529
27.0,27,60.660447
34.0,34,60.660447
16.0,16,60.660447
18.0,18,60.660447
15.0,15,60.660447
15.0,15,60.660447
18.0,18,60.973158
19.0,19,60.973158
10.0,10,60.973158
17.0,17,60.973158
11.0,11,60.973158
19.0,19,60.989012
19.0,19,60.989012
13.0,13,60.989012
11.0,11,60.989012
51.0,51,61.004744
28.0,28,61.004744
11.0,11,61.004744
14.0,14,61.004744
15.0,15,61.004744
21.0,21,61.397156
12.0,12,61.397156
46.0,46,61.413271
63.0,63,61.413271
33.0,33,61.428899
21.0,21,61.428899
12.0,12,61.428899
15.0,15,61.428899
9.0,9,61.428899
12.0,12,61.428899
16.0,16,61.757625
13.0,13,61.757625
29.0,29,61.757625
21.0,21,61.773667
11.0,11,61.773667
30.0,30,61.773667
30.0,30,61.773667
24.0,24,61.773667
25.0,25,61.789302
15.0,15,61.789302
16.0,16,61.789302
13.0,13,61.789302
15.0,15,61.789302
17.0,17,62.103463
13.0,13,62.103463
23.0,23,62.103463
17.0,17,62.119087
18.0,18,62.119087
17.0,17,62.119087
34.0,34,62.119087
12.0,12,62.119087
28.0,28,62.134709
14.0,14,62.134709
12.0,12,62.134709
11.0,11,62.134709
19.0,19,62.134709
16.0,16,62.134709
28.0,28,62.480125
51.0,51,62.480125
13.0,13,62.480125
59.0,59,62.495745
15.0,15,62.495745
10.0,10,62.495745
23.0,23,62.495745
32.0,32,62.495745
17.0,17,62.495745
13.0,13,62.511369
12.0,12,62.809853
15.0,15,62.809853
10.0,10,62.809853
14.0,14,62.825477
28.0,28,62.825477
15.0,15,62.825477
13.0,13,62.825477
19.0,19,62.825477
17.0,17,62.8411
44.0,44,62.8411
30.0,30,62.8411
22.0,22,62.8411
34.0,34,63.186798
18.0,18,63.186798
45.0,45,63.186798
14.0,14,63.186798
20.0,20,63.186798
19.0,19,63.202421
25.0,25,63.202421
20.0,20,63.202421
27.0,27,63.202421
14.0,14,63.202421
11.0,11,63.218106
38.0,38,63.595905
10.0,10,63.595905
16.0,16,63.595905
26.0,26,63.595905
10.0,10,63.595905
42.0,42,63.612016
46.0,46,63.612016
25.0,25,63.627888
12.0,12,63.627888
21.0,21,63.643952
12.0,12,63.643952
45.0,45,64.084453
12.0,12,64.084453
16.0,16,64.100076
41.0,41,64.100076
25.0,25,64.116176
22.0,22,64.116176
50.0,50,64.131814
12.0,12,64.131814
19.0,19,64.131814
13.0,13,64.147521
19.0,19,64.147521
32.0,32,64.461046
16.0,16,64.461046
36.0,36,64.476752
19.0,19,64.476752
18.0,18,64.476752
20.0,20,64.476752
13.0,13,64.492526
15.0,15,64.492526
18.0,18,64.492526
13.0,13,64.492526
14.0,14,64.492526
12.0,12,64.492526
22.0,22,64.492526
10.0,10,64.492526
15.0,15,64.492526
23.0,23,64.900299
20.0,20,64.916222
18.0,18,64.916222
12.0,12,64.916222
32.0,32,64.916222
18.0,18,64.931994
11.0,11,64.931994
15.0,15,64.931994
25.0,25,64.931994
37.0,37,64.947878
20.0,20,64.947878
19.0,19,64.947878
19.0,19,65.324848
14.0,14,65.324848
18.0,18,65.340466
20.0,20,65.340466
16.0,16,65.340466
17.0,17,65.340466
64.0,64,65.35609
19.0,19,65.35609
24.0,24,65.35609
35.0,35,65.35609
25.0,25,65.701961
14.0,14,65.717838
23.0,23,65.717838
38.0,38,65.717838
44.0,44,65.733781
24.0,24,65.733781
16.0,16,65.733781
20.0,20,65.733781
14.0,14,65.733781
19.0,19,65.733781
32.0,32,65.749853
10.0,10,66.09416
25.0,25,66.110275
33.0,33,66.110275
25.0,25,66.110275
12.0,12,66.110275
20.0,20,66.110275
15.0,15,66.12637
14.0,14,66.12637
12.0,12,66.12637
11.0,11,66.12637
14.0,14,66.12637
26.0,26,66.12637
17.0,17,66.12637
49.0,49,66.454907
19.0,19,66.454907
10.0,10,66.454907
20.0,20,66.454907
15.0,15,66.454907
10.0,10,66.470629
11.0,11,66.470629
24.0,24,66.470629
21.0,21,66.470629
14.0,14,66.470629
12.0,12,66.470629
17.0,17,66.470629
13.0,13,66.486678
57.0,57,66.801633
24.0,24,66.817258
20.0,20,66.817258
14.0,14,66.817258
10.0,10,66.817258
16.0,16,66.817258
12.0,12,66.817258
10.0,10,66.817258
47.0,47,66.832898
21.0,21,66.848773
30.0,30,66.86486
10.0,10,66.86486
19.0,19,66.880717
14.0,14,67.225862
24.0,24,67.225862
11.0,11,67.241738
11.0,11,67.241738
55.0,55,67.241738
20.0,20,67.241738
23.0,23,67.257671
15.0,15,67.257671
10.0,10,67.257671
19.0,19,67.257671
11.0,11,67.273297
14.0,14,67.273297
11.0,11,67.273297
19.0,19,67.288921
26.0,26,67.619485
15.0,15,67.635544
40.0,40,67.635544
17.0,17,67.635544
14.0,14,67.635544
25.0,25,67.651442
26.0,26,67.651442
16.0,16,67.651442
26.0,26,67.651442
16.0,16,67.651442
29.0,29,67.667136
42.0,42,68.187682
14.0,14,68.187682
15.0,15,68.187682
19.0,19,68.187682
10.0,10,68.203416
32.0,32,68.203416
27.0,27,68.203416
43.0,43,68.219127
13.0,13,68.219127
10.0,10,68.23476
32.0,32,68.23476
69.0,69,68.692086
12.0,12,68.692086
10.0,10,68.692086
45.0,45,68.692086
20.0,20,68.707951
14.0,14,68.707951
14.0,14,68.707951
18.0,18,68.707951
10.0,10,68.707951
11.0,11,68.707951
14.0,14,68.723785
23.0,23,68.723785
18.0,18,69.021948
16.0,16,69.037572
14.0,14,69.037572
18.0,18,69.037572
26.0,26,69.037572
44.0,44,69.053195
64.0,64,69.053195
17.0,17,69.069081
17.0,17,69.069081
25.0,25,69.069081
15.0,15,69.397849
18.0,18,69.397849
30.0,30,69.397849
12.0,12,69.397849
28.0,28,69.413472
14.0,14,69.413472
18.0,18,69.413472
27.0,27,69.413472
18.0,18,69.413472
20.0,20,69.429096
12.0,12,69.429096
11.0,11,69.429096
15.0,15,69.429096
22.0,22,69.429096
33.0,33,69.775987
17.0,17,69.775987
13.0,13,69.792028
15.0,15,69.792028
11.0,11,69.792028
11.0,11,69.792028
18.0,18,69.807722
16.0,16,69.807722
13.0,13,69.807722
20.0,20,69.807722
18.0,18,69.823849
28.0,28,69.823849
93.0,93,70.153035
21.0,21,70.168659
39.0,39,70.168659
15.0,15,70.168659
15.0,15,70.184564
51.0,51,70.184564
17.0,17,70.184564
53.0,53,70.200175
14.0,14,70.546299
42.0,42,70.561924
17.0,17,70.561924
17.0,17,70.561924
64.0,64,70.577782
47.0,47,70.577782
24.0,24,70.577782
29.0,29,70.577782
18.0,18,70.909018
20.0,20,70.909018
10.0,10,70.909018
11.0,11,70.924874
65.0,65,70.924874
28.0,28,70.924874
23.0,23,70.940483
10.0,10,70.940483
33.0,33,70.940483
11.0,11,70.940483
14.0,14,70.940483
22.0,22,71.348574
24.0,24,71.348574
36.0,36,71.364197
16.0,16,71.364197
25.0,25,71.364197
29.0,29,71.364197
17.0,17,71.364197
12.0,12,71.364197
33.0,33,71.379819
66.0,66,71.725027
51.0,51,71.741359
15.0,15,71.741359
11.0,11,71.741359
14.0,14,71.741359
17.0,17,71.741359
11.0,11,71.756365
34.0,34,71.756365
22.0,22,71.756365
21.0,21,71.771991
9.0,9,71.771991
21.0,21,71.771991
32.0,32,72.084965
29.0,29,72.100589
24.0,24,72.100589
38.0,38,72.100589
20.0,20,72.116212
21.0,21,72.116212
18.0,18,72.116212
10.0,10,72.116212
24.0,24,72.116212
14.0,14,72.131835
38.0,38,72.131835
21.0,21,72.444813
13.0,13,72.460436
16.0,16,72.460436
12.0,12,72.460436
13.0,13,72.460436
13.0,13,72.460436
14.0,14,72.460436
14.0,14,72.460436
19.0,19,72.476162
16.0,16,72.476162
13.0,13,72.476162
34.0,34,72.476162
21.0,21,72.476162
32.0,32,72.491958
14.0,14,72.491958
22.0,22,72.806475
24.0,24,72.822099
27.0,27,72.822099
11.0,11,72.822099
17.0,17,72.822099
14.0,14,72.822099
25.0,25,72.822099
16.0,16,72.837941
31.0,31,72.837941
14.0,14,72.837941
25.0,25,72.853551
19.0,19,72.853551
43.0,43,73.182461
23.0,23,73.182461
29.0,29,73.182461
22.0,22,73.182461
24.0,24,73.198084
31.0,31,73.198084
24.0,24,73.198084
16.0,16,73.213708
21.0,21,73.213708
24.0,24,73.213708
13.0,13,73.605994
15.0,15,73.605994
23.0,23,73.621799
21.0,21,73.637436
15.0,15,73.637436
14.0,14,73.637436
27.0,27,73.653491
14.0,14,73.669121
39.0,39,73.684747
17.0,17,73.684747
15.0,15,73.684747
21.0,21,73.700577
20.0,20,73.716581
16.0,16,74.125589
23.0,23,74.125589
15.0,15,74.125589
18.0,18,74.125589
15.0,15,74.125589
14.0,14,74.141628
19.0,19,74.141628
15.0,15,74.141628
12.0,12,74.141628
12.0,12,74.141628
13.0,13,74.141628
22.0,22,74.141628
17.0,17,74.157557
27.0,27,74.157557
29.0,29,74.157557
17.0,17,74.503107
13.0,13,74.503107
22.0,22,74.503107
32.0,32,74.519217
11.0,11,74.519217
11.0,11,74.534839
25.0,25,74.534839
15.0,15,74.550613
14.0,14,74.550613
35.0,35,74.550613
12.0,12,74.566669
14.0,14,74.566669
52.0,52,74.912174
15.0,15,74.912174
28.0,28,74.927998
13.0,13,74.927998
15.0,15,74.927998
46.0,46,74.943877
27.0,27,74.943877
13.0,13,74.943877
95.0,95,75.272259
16.0,16,75.272259
22.0,22,75.272259
20.0,20,75.272259
40.0,40,75.398002
17.0,17,75.398002
15.0,15,75.413626
12.0,12,75.413626
20.0,20,75.413626
28.0,28,75.413626
12.0,12,75.413626
16.0,16,75.42925
30.0,30,75.758387
14.0,14,75.758387
13.0,13,75.758387
17.0,17,75.758387
22.0,22,75.758387
24.0,24,75.774261
14.0,14,75.774261
14.0,14,75.774261
17.0,17,75.774261
18.0,18,75.774261
42.0,42,75.79012
36.0,36,75.806213
23.0,23,76.151827
16.0,16,76.151827
10.0,10,76.151827
32.0,32,76.167673
31.0,31,76.167673
14.0,14,76.183295
33.0,33,76.183295
12.0,12,76.183295
12.0,12,76.183295
13.0,13,76.198918
16.0,16,76.198918
20.0,20,76.214545
20.0,20,76.214545
20.0,20,76.230528
13.0,13,76.544284
17.0,17,76.559908
21.0,21,76.559908
16.0,16,76.559908
49.0,49,76.575531
14.0,14,76.575531
13.0,13,76.575531
10.0,10,76.575531
25.0,25,76.575531
21.0,21,76.575531
14.0,14,76.575531
11.0,11,76.591153
14.0,14,76.591153
48.0,48,76.967698
33.0,33,76.967698
16.0,16,76.967698
18.0,18,76.983311
16.0,16,76.983311
24.0,24,76.998936
13.0,13,76.998936
12.0,12,76.998936
88.0,88,77.046183
20.0,20,77.359234
27.0,27,77.359234
19.0,19,77.359234
11.0,11,77.359234
18.0,18,77.375759
58.0,58,77.375759
22.0,22,77.375759
12.0,12,77.391277
14.0,14,77.391277
25.0,25,77.391277
15.0,15,77.391277
77.0,77,77.784103
27.0,27,77.799727
30.0,30,77.799727
14.0,14,77.799727
14.0,14,77.799727
17.0,17,77.815351
25.0,25,77.815351
38.0,38,77.815351
20.0,20,77.830974
14.0,14,77.830974
32.0,32,78.144368
17.0,17,78.160457
38.0,38,78.160457
10.0,10,78.160457
25.0,25,78.160457
21.0,21,78.160457
19.0,19,78.17609
37.0,37,78.17609
12.0,12,78.17609
16.0,16,78.17609
32.0,32,78.191713
79.0,79,78.583817
11.0,11,78.583817
15.0,15,78.583817
14.0,14,78.583817
54.0,54,78.599867
14.0,14,78.599867
12.0,12,78.599867
28.0,28,78.599867
22.0,22,78.615966
29.0,29,78.946003
35.0,35,78.962376
19.0,19,78.962376
17.0,17,78.962376
29.0,29,78.962376
14.0,14,78.962376
20.0,20,78.977885
61.0,61,78.977885
17.0,17,78.977885
19.0,19,78.994482
16.0,16,79.401783
21.0,21,79.401783
20.0,20,79.401783
40.0,40,79.417685
25.0,25,79.417685
16.0,16,79.417685
21.0,21,79.417685
17.0,17,79.433294
21.0,21,79.433294
13.0,13,79.433294
12.0,12,79.433294
22.0,22,79.433294
16.0,16,79.449174
32.0,32,79.762775
15.0,15,79.762775
14.0,14,79.762775
30.0,30,79.762775
12.0,12,79.762775
16.0,16,79.778398
14.0,14,79.778398
9.0,9,79.778398
12.0,12,79.778398
25.0,25,79.778398
14.0,14,79.778398
13.0,13,79.794021
13.0,13,79.794021
58.0,58,80.154798
23.0,23,80.170421
19.0,19,80.170421
22.0,22,80.170421
11.0,11,80.170421
20.0,20,80.170421
27.0,27,80.186331
13.0,13,80.186331
14.0,14,80.186331
12.0,12,80.186331
29.0,29,80.186331
15.0,15,80.202363
32.0,32,80.202363
15.0,15,80.53217
15.0,15,80.53217
10.0,10,80.547793
22.0,22,80.547793
12.0,12,80.547793
14.0,14,80.547793
12.0,12,80.547793
11.0,11,80.547793
13.0,13,80.547793
12.0,12,80.563661
24.0,24,80.563661
17.0,17,80.571184
23.0,23,80.571184
12.0,12,80.571184
29.0,29,80.579702
29.0,29,80.942641
19.0,19,80.942641
12.0,12,80.942641
12.0,12,80.942641
17.0,17,80.958265
34.0,34,80.958265
22.0,22,80.958265
16.0,16,80.958265
17.0,17,80.973888
43.0,43,80.973888
38.0,38,80.973888
16.0,16,81.287897
11.0,11,81.303519
29.0,29,81.303519
23.0,23,81.303519
14.0,14,81.303519
20.0,20,81.319346
15.0,15,81.319346
49.0,49,81.319346
14.0,14,81.319346
11.0,11,81.319346
17.0,17,81.33516
21.0,21,81.33516
16.0,16,81.33516
16.0,16,81.64806
35.0,35,81.6639
62.0,62,81.6639
104.0,104,81.679529
16.0,16,81.679529
18.0,18,81.695613
20.0,20,82.009457
44.0,44,82.009457
21.0,21,82.009457
35.0,35,82.025079
28.0,28,82.025079
10.0,10,82.025079
18.0,18,82.025079
27.0,27,82.025079
12.0,12,82.025079
14.0,14,82.040703
37.0,37,82.040703
15.0,15,82.353753
23.0,23,82.353753
10.0,10,82.353753
22.0,22,82.369377
12.0,12,82.369377
14.0,14,82.369377
11.0,11,82.369377
13.0,13,82.369377
43.0,43,82.385206
26.0,26,82.385206
15.0,15,82.385206
14.0,14,82.400833
24.0,24,82.400833
23.0,23,82.730886
15.0,15,82.746496
21.0,21,82.746496
14.0,14,82.746496
11.0,11,82.746496
13.0,13,82.746496
14.0,14,82.746496
16.0,16,82.762376
12.0,12,82.762376
19.0,19,82.762376
18.0,18,82.762376
14.0,14,82.762376
13.0,13,82.762376
17.0,17,82.778227
15.0,15,82.778227
63.0,63,83.155235
18.0,18,83.170854
15.0,15,83.170854
16.0,16,83.170854
41.0,41,83.186477
13.0,13,83.186477
18.0,18,83.186477
13.0,13,83.186477
36.0,36,83.2021
12.0,12,83.2021
14.0,14,83.2021
26.0,26,83.2021
22.0,22,83.49944
15.0,15,83.515063
16.0,16,83.515063
11.0,11,83.515063
43.0,43,83.515063
19.0,19,83.515063
15.0,15,83.530686
55.0,55,83.530686
14.0,14,83.530686
27.0,27,83.546314
21.0,21,83.546314
19.0,19,83.860183
11.0,11,83.860183
21.0,21,83.860183
97.0,97,83.875806
32.0,32,83.891429
61.0,61,83.891429
47.0,47,84.236343
21.0,21,84.236343
26.0,26,84.236343
24.0,24,84.236343
15.0,15,84.252373
70.0,70,84.252373
28.0,28,84.268228
21.0,21,84.268228
32.0,32,84.629285
42.0,42,84.629285
48.0,48,84.644908
23.0,23,84.660586
15.0,15,84.660586
15.0,15,84.660586
18.0,18,84.660586
22.0,22,84.676297
23.0,23,84.676297
22.0,22,84.676297
19.0,19,84.676297
16.0,16,85.00498
13.0,13,85.00498
11.0,11,85.00498
17.0,17,85.00498
20.0,20,85.020604
25.0,25,85.020604
16.0,16,85.020604
37.0,37,85.036227
39.0,39,85.036227
11.0,11,85.036227
15.0,15,85.036227
19.0,19,85.036227
23.0,23,85.052049
13.0,13,85.365592
14.0,14,85.365592
20.0,20,85.365592
25.0,25,85.381215
24.0,24,85.381215
18.0,18,85.381215
17.0,17,85.381215
14.0,14,85.396838
22.0,22,85.396838
13.0,13,85.396838
14.0,14,85.396838
30.0,30,85.412461
14.0,14,85.412461
17.0,17,85.412461
26.0,26,85.805666
17.0,17,85.805666
80.0,80,85.82129
14.0,14,85.82129
64.0,64,85.836913
34.0,34,85.852537
12.0,12,85.852537
27.0,27,86.149647
46.0,46,86.165272
43.0,43,86.165272
46.0,46,86.180973
56.0,56,86.180973
40.0,40,86.1966
15.0,15,86.510332
10.0,10,86.510332
24.0,24,86.526201
15.0,15,86.526201
17.0,17,86.526201
15.0,15,86.526201
12.0,12,86.526201
9.0,9,86.54182
18.0,18,86.54182
14.0,14,86.54182
19.0,19,86.54182
12.0,12,86.557444
20.0,20,86.557444
12.0,12,86.557444
23.0,23,86.573067
23.0,23,86.573067
15.0,15,86.934116
15.0,15,86.934116
23.0,23,86.950164
14.0,14,86.950164
25.0,25,86.950164
12.0,12,86.950164
50.0,50,86.966088
17.0,17,86.966088
12.0,12,86.966088
12.0,12,86.981702
11.0,11,86.981702
37.0,37,86.981702
47.0,47,87.422195
41.0,41,87.437818
53.0,53,87.437818
26.0,26,87.453441
97.0,97,87.469065
23.0,23,87.781967
11.0,11,87.781967
19.0,19,87.781967
